bedrooms,square_footage,bathrooms,location,age_of_house,garage_size,lot_size,distance_to_school,house_price
3,2272.1,2.0,Urban,11.3,2,5757.5,3.1,527280.34
3,2357.6,2.5,Rural,23.7,2,12934.5,8.34,347254.37
5,3003.9,4.0,Rural,10.8,1,6879.1,5.27,447331.78
3,2004.1,2.0,Suburban,12.5,1,1863.4,8.09,367002.43
4,2651.0,3.0,Downtown,43.7,1,9671.0,6.3,689571.86
3,2256.0,3.5,Suburban,39.0,0,3767.5,8.54,414206.96
3,2594.6,2.0,Urban,2.8,0,5740.8,4.27,608747.4
2,1579.8,1.5,Rural,16.0,1,5587.8,9.9,207119.38
3,1454.4,2.0,Rural,26.6,1,2013.9,2.58,188397.99
3,2265.3,2.0,Rural,3.0,2,14313.3,6.89,369657.69
3,2455.7,2.5,Urban,34.2,2,8658.9,8.12,560096.75
1,1073.7,1.0,Urban,19.2,1,3187.5,6.06,222847.2
2,1397.4,1.5,Downtown,19.9,2,8780.6,3.26,383960.75
3,3089.3,2.5,Suburban,13.3,0,7322.1,5.83,546747.82
5,2768.5,4.0,Rural,16.7,1,5828.2,5.29,423073.17
3,1893.2,2.0,Urban,43.1,2,7614.6,2.31,420882.33
3,2041.1,1.5,Suburban,39.4,1,10374.7,7.75,349218.48
2,1758.8,2.0,Downtown,46.8,2,3793.3,3.04,457833.61
3,1790.9,2.5,Downtown,34.9,2,8530.3,8.41,474656.25
3,2017.6,2.5,Suburban,28.9,0,12381.9,2.54,420347.96
2,1679.2,1.5,Rural,13.0,2,4114.9,5.27,245437.01
3,1813.1,2.5,Downtown,33.3,0,8217.4,7.1,481110.97
1,1124.8,1.0,Downtown,45.3,1,14520.3,9.96,287483.33
1,915.5,1.0,Urban,3.5,0,12207.1,3.07,240332.44
2,1580.4,1.0,Suburban,22.2,2,9302.2,6.54,296745.69
1,1189.7,1.0,Downtown,7.5,1,11487.6,1.96,366194.76
2,1406.5,1.5,Downtown,40.5,1,8358.8,8.29,312596.89
3,2115.3,2.5,Suburban,30.7,1,14812.0,8.68,444315.86
4,2758.6,2.0,Suburban,44.0,1,3368.5,8.94,461682.63
3,2113.8,2.0,Rural,3.2,1,11074.1,9.48,305701.58
3,2220.7,2.0,Suburban,45.3,2,1083.4,3.88,392910.34
3,2333.6,2.0,Urban,3.4,3,2759.7,6.83,545742.66
5,3400.7,4.0,Downtown,14.4,2,11105.4,3.5,965715.59
3,2602.7,2.5,Urban,7.8,2,11630.9,8.14,639664.23
2,1810.3,1.5,Suburban,7.3,2,1551.6,4.45,303075.37
3,1437.8,2.5,Downtown,8.6,2,5674.0,5.77,456855.63
2,1190.0,1.0,Urban,24.0,1,2654.7,1.76,276279.82
3,1664.0,2.0,Downtown,39.2,3,13462.0,8.58,470861.27
3,2060.7,2.5,Suburban,44.9,3,7354.4,5.09,373978.19
4,2865.8,3.0,Urban,28.3,1,7195.5,6.58,647750.97
3,2269.3,2.5,Urban,7.9,2,12534.2,6.86,561370.97
4,2599.9,3.0,Rural,4.0,2,10735.2,3.11,450274.7
6,3053.8,4.5,Rural,24.7,2,13912.1,8.05,481199.78
2,1183.6,1.0,Urban,38.3,2,14141.2,8.41,279154.58
3,2508.1,3.0,Rural,31.0,2,5384.7,5.4,360013.24
3,1278.2,3.0,Downtown,29.1,2,10077.3,9.07,379809.71
3,2447.1,2.0,Suburban,2.4,2,8585.1,2.03,498573.48
3,2432.9,2.5,Downtown,20.6,1,9341.4,4.44,674335.48
5,4177.5,3.5,Downtown,27.5,2,9754.3,0.92,1110662.05
4,2584.6,3.5,Suburban,29.9,2,1840.3,4.29,475148.05
3,1601.5,2.0,Rural,0.2,2,13530.9,9.97,270335.9
3,2283.7,1.5,Suburban,10.0,3,2963.9,4.9,405881.74
4,3211.0,1.5,Suburban,47.5,2,6942.1,4.48,547912.73
5,3793.0,3.5,Suburban,25.4,2,5089.1,7.03,719818.49
4,2331.7,3.0,Suburban,35.2,2,8752.5,0.96,464438.66
1,862.8,1.5,Urban,15.4,2,14460.8,3.86,277401.45
3,1853.1,2.5,Suburban,29.3,2,6773.9,5.56,344051.81
2,1471.4,2.0,Rural,17.8,1,9444.6,5.1,254468.48
3,2372.3,2.0,Downtown,14.8,2,2976.0,6.6,629175.53
2,1065.8,1.5,Rural,20.6,1,7482.3,1.82,162792.47
3,1723.3,2.5,Downtown,23.0,0,13821.0,4.32,491153.91
3,1288.9,1.5,Suburban,16.6,2,14053.8,6.52,295206.17
2,1127.8,1.5,Rural,12.9,2,8650.0,3.37,196613.58
3,2149.6,2.0,Suburban,31.2,3,11760.3,6.32,445279.53
3,2428.0,3.0,Suburban,19.0,2,1045.0,9.6,412017.36
3,2341.6,2.0,Urban,10.1,2,8441.1,9.34,561982.24
2,1285.1,1.5,Suburban,37.9,2,11254.6,7.39,255076.65
3,2431.6,2.5,Downtown,36.2,1,5618.1,2.19,600606.35
4,3127.8,2.5,Suburban,44.3,0,13616.2,7.95,520951.18
2,1316.1,1.5,Downtown,27.8,2,11914.8,4.74,390544.4
2,1331.3,1.5,Rural,14.0,1,11775.8,9.54,208673.17
3,2136.8,2.5,Rural,43.2,2,1297.3,6.31,268103.17
5,3991.0,4.0,Suburban,14.0,2,3574.3,2.57,775340.09
3,1672.8,2.0,Urban,32.8,2,10990.5,3.47,447202.33
3,1508.9,2.0,Downtown,9.5,2,8864.1,3.53,471523.54
3,2420.5,2.5,Downtown,31.5,2,9098.5,3.12,642621.66
3,2318.3,2.0,Urban,42.0,2,1207.3,7.83,489109.5
1,824.7,1.0,Suburban,27.0,3,7188.8,3.7,171621.48
3,1931.7,1.5,Downtown,23.5,2,12010.1,2.36,564726.56
5,3972.3,4.0,Urban,49.7,1,10289.8,6.16,859510.99
3,2259.0,1.5,Rural,1.1,3,9014.0,4.92,366283.49
4,2473.7,3.5,Suburban,16.6,1,10752.4,0.71,507082.43
4,2592.6,2.5,Suburban,45.9,2,12913.8,3.15,505696.61
2,1136.9,1.5,Suburban,32.1,3,12893.4,0.86,272511.31
5,3696.0,4.0,Suburban,27.1,1,7384.3,7.79,689692.38
2,1731.5,1.0,Urban,31.9,2,5309.1,9.53,337870.66
3,2183.8,1.5,Rural,16.1,3,6129.3,5.25,344559.22
2,1580.8,1.5,Rural,3.6,2,8299.3,5.8,259972.19
1,926.7,1.0,Rural,13.8,2,2251.1,8.53,110638.27
3,2578.6,2.5,Suburban,16.8,1,9273.9,0.68,477636.72
3,2396.5,2.0,Suburban,24.0,1,7345.6,2.04,471125.08
3,1709.0,2.5,Urban,19.7,2,11625.1,6.72,432478.28
3,2171.0,3.0,Urban,26.1,0,4835.2,7.55,475792.17
1,990.8,1.0,Downtown,9.8,2,1928.3,6.45,258136.94
2,1146.6,1.5,Suburban,9.2,1,13524.0,9.42,262512.89
3,1927.9,1.5,Downtown,17.6,2,1953.1,4.23,475835.8
3,1950.6,2.0,Rural,23.7,0,13981.9,5.77,285319.82
4,2863.7,3.0,Suburban,17.1,1,7964.9,9.59,543025.25
3,1946.8,2.0,Urban,28.8,2,1788.0,9.05,411598.41
4,2500.5,3.0,Suburban,15.5,2,2761.8,0.79,510760.18
3,2814.4,2.0,Urban,8.9,1,8461.3,3.85,640679.54
3,2342.1,1.5,Downtown,43.1,0,1221.0,7.52,511160.92
3,1814.1,2.5,Urban,10.0,2,13811.8,0.51,499975.33
3,2068.9,2.0,Downtown,48.3,2,12147.7,8.7,559743.99
3,2289.2,2.5,Suburban,49.4,1,8063.7,5.27,401314.78
4,2755.9,3.0,Downtown,34.8,2,13967.4,1.32,788825.19
3,1978.1,2.0,Suburban,25.1,1,4636.5,4.7,366994.06
4,3207.8,3.0,Urban,39.8,3,12947.7,5.18,751159.15
4,2723.2,3.0,Urban,43.7,0,12271.8,3.99,631000.14
4,2596.3,3.5,Downtown,35.5,0,9145.5,4.82,680930.93
5,3859.9,4.0,Suburban,5.1,0,5463.8,8.97,735975.73
3,2121.0,2.5,Rural,0.1,2,8816.6,3.58,352981.59
3,2483.2,2.0,Urban,9.6,3,14401.1,9.63,613294.89
3,2183.0,1.5,Downtown,9.4,2,2184.0,7.03,565109.27
3,2164.6,2.0,Suburban,9.1,2,3814.1,9.01,391952.87
3,1811.5,2.0,Suburban,25.5,0,10014.5,2.49,350948.14
4,2336.2,3.0,Downtown,26.0,1,10498.0,5.17,632149.79
3,1711.6,2.0,Urban,36.2,3,3302.6,5.87,382348.2
3,1657.3,2.5,Suburban,10.1,2,12288.1,1.31,390717.01
2,1283.9,1.5,Downtown,4.6,2,13998.8,5.19,409477.21
3,1991.4,2.5,Suburban,33.3,2,2115.3,8.68,360954.66
2,1516.8,1.5,Urban,24.2,1,14639.5,1.0,405874.26
4,2707.3,3.0,Suburban,33.3,2,4937.0,6.6,508119.32
3,1924.0,2.5,Downtown,19.0,2,5324.0,9.89,522028.31
2,1195.9,1.5,Urban,37.5,2,1628.6,5.51,236984.44
1,1368.1,1.5,Downtown,34.1,2,7963.7,3.38,360482.82
3,2446.2,2.5,Urban,32.5,2,14366.6,6.06,564914.12
3,2374.6,1.5,Rural,1.4,1,3253.8,5.64,292563.33
3,2723.8,2.0,Rural,42.9,0,9076.1,1.5,380132.04
2,1417.9,1.5,Suburban,18.8,1,4842.3,2.54,285611.47
3,2491.6,3.0,Suburban,6.8,0,1261.0,6.86,439469.07
3,1737.2,2.0,Rural,37.8,2,14820.0,6.13,248225.93
3,2230.9,2.0,Downtown,24.3,2,11026.5,3.77,622195.81
3,1899.7,2.5,Downtown,1.6,3,11296.5,9.8,594891.78
3,1981.7,2.5,Suburban,39.1,2,10281.4,6.63,398054.74
2,1272.2,1.5,Rural,21.8,2,3012.3,2.69,180534.45
6,3732.4,4.5,Suburban,37.7,2,3893.7,4.98,726692.23
3,2465.7,2.5,Suburban,37.8,2,6399.3,7.26,442042.75
3,1892.1,2.0,Urban,5.0,2,14936.5,6.88,524377.8
2,1219.0,1.5,Suburban,30.7,0,10416.0,2.84,234990.39
3,1953.3,2.0,Downtown,18.0,1,7193.3,6.65,512452.46
1,963.7,1.0,Suburban,27.3,1,7786.2,3.66,172961.06
3,1993.0,2.5,Suburban,4.4,3,13910.9,4.85,467950.9
5,3573.4,3.5,Suburban,29.4,2,3750.1,6.86,664750.43
3,2418.1,2.0,Urban,38.9,2,5492.2,6.02,513269.84
1,912.4,1.5,Suburban,49.3,2,6192.2,7.27,132148.74
1,834.4,1.0,Rural,16.0,2,13566.8,4.13,152143.05
3,2939.7,2.5,Suburban,7.8,0,11875.0,7.64,545937.13
2,1390.3,1.5,Suburban,18.3,0,9271.0,0.65,269820.45
1,1087.3,1.5,Urban,1.0,2,5406.2,2.29,305673.12
4,3058.9,2.5,Urban,20.4,2,3830.8,9.75,652771.79
3,1845.6,2.5,Suburban,45.7,2,5630.6,1.32,339060.89
3,2080.1,2.0,Downtown,9.7,1,14012.3,6.79,609288.86
5,2724.6,3.5,Suburban,23.9,0,13743.2,9.21,534862.55
2,1526.7,2.0,Downtown,28.6,1,6907.4,8.67,381231.99
5,3716.8,3.5,Suburban,9.0,2,5557.4,9.17,736498.75
3,2470.2,2.0,Suburban,16.5,2,13384.3,9.85,481485.92
4,2948.7,3.0,Urban,45.6,3,7247.2,3.89,674485.37
3,1679.1,1.5,Suburban,14.8,3,1541.8,3.64,370324.46
4,2291.2,3.5,Downtown,31.8,2,5840.4,1.65,657157.97
6,4902.4,4.0,Suburban,6.8,2,9502.1,2.41,955502.94
3,2220.5,3.0,Suburban,33.5,2,14224.3,6.7,458820.54
5,3484.1,3.5,Urban,14.0,2,6944.3,3.65,817054.0
3,1998.1,3.0,Rural,11.6,1,4361.7,3.74,304836.78
3,1851.8,1.5,Rural,6.2,1,6383.0,6.64,268463.42
3,2797.7,2.5,Rural,2.3,1,1798.8,1.49,380307.87
3,2227.9,2.5,Suburban,48.4,3,13583.7,1.03,462504.2
2,1313.5,2.0,Urban,20.7,2,1467.9,8.13,266024.41
3,1565.9,1.5,Downtown,38.9,1,1013.6,8.0,354456.12
3,1544.1,2.0,Downtown,46.0,1,9597.9,4.16,407582.76
4,2579.7,3.0,Downtown,10.2,2,3155.9,6.13,694117.44
4,2346.4,3.0,Downtown,43.5,1,5145.1,2.76,621399.75
3,2394.2,2.5,Downtown,35.4,1,7873.8,3.99,602261.73
3,1951.5,2.0,Rural,28.9,2,12089.6,0.85,298422.6
3,2181.1,3.0,Suburban,40.5,0,6425.1,3.1,408401.55
2,1646.8,2.5,Urban,5.5,1,14399.5,0.66,431401.3
2,1608.1,1.5,Rural,13.2,3,7344.8,4.53,265530.74
3,2195.2,2.5,Rural,6.6,2,13879.9,5.44,355942.54
3,2027.5,2.5,Rural,44.8,1,7332.6,5.21,271223.39
5,2605.9,4.5,Urban,4.9,3,8226.1,3.74,690367.2
3,2105.4,2.5,Suburban,49.0,3,14413.1,2.47,431386.83
3,2079.8,2.0,Suburban,5.5,0,10448.6,4.82,417901.44
3,2302.0,2.0,Urban,33.1,0,3091.2,8.76,463672.22
2,1751.3,1.0,Rural,33.0,1,9379.8,9.84,215515.25
3,2347.0,3.5,Rural,46.6,3,4153.1,3.47,319001.14
3,1823.4,2.5,Urban,16.2,2,5335.3,9.76,438124.95
3,2098.5,2.0,Suburban,16.6,0,12734.1,4.63,408046.92
3,2018.6,2.0,Rural,42.3,2,10550.0,6.33,292934.78
6,3790.1,4.5,Rural,48.9,2,5016.3,8.14,510643.85
4,2264.7,3.5,Suburban,1.5,1,1065.6,3.91,476611.48
3,2474.1,2.5,Suburban,31.8,2,8436.5,2.48,496263.88
3,1678.2,2.0,Urban,12.2,1,4502.4,3.09,402824.64
3,1717.1,2.5,Suburban,36.4,1,1396.4,8.47,318127.77
2,1605.4,1.5,Urban,38.6,1,1885.9,9.38,308389.79
3,1747.8,2.0,Downtown,38.1,3,10425.5,1.72,515421.22
1,1189.0,1.0,Suburban,21.8,3,6800.0,7.1,227412.87
3,1537.0,2.5,Suburban,7.9,3,4674.7,0.83,348221.09
3,2806.5,2.5,Urban,29.2,3,13315.8,8.81,668560.28
2,1363.5,1.5,Downtown,39.5,1,12551.2,8.64,369977.4
5,3369.2,4.0,Downtown,45.6,2,7526.7,7.86,866260.15
5,3702.7,4.5,Rural,22.6,1,4858.2,8.33,523998.45
4,2486.6,2.5,Suburban,12.3,2,8100.5,6.24,488269.26
3,2095.8,2.5,Suburban,5.9,2,11541.0,1.9,467255.37
4,2940.1,3.5,Urban,39.9,1,1150.4,9.19,623819.07
2,1677.9,1.5,Suburban,26.8,1,9575.9,1.84,299210.0
4,2768.1,3.0,Urban,33.7,1,10941.8,2.64,644066.59
2,1698.5,1.5,Suburban,8.0,2,12435.1,4.61,369297.25
4,2678.2,4.0,Urban,0.3,2,4032.6,5.23,670709.24
3,2630.3,2.5,Suburban,48.4,2,3848.1,1.42,489245.6
4,2769.8,3.0,Rural,40.5,1,4020.2,7.74,343463.65
5,2489.9,3.5,Suburban,20.0,2,14040.0,1.8,576917.53
2,1635.6,1.5,Suburban,22.9,2,2973.7,6.72,278925.92
3,1906.6,1.5,Rural,46.5,0,11705.0,4.79,221063.61
6,3750.6,4.5,Urban,10.4,1,14814.5,8.2,929555.55
3,1804.4,2.5,Urban,40.1,2,14248.0,3.31,455592.75
4,2457.8,3.0,Suburban,0.9,2,6738.5,8.45,509105.75
3,2725.4,2.0,Suburban,43.8,1,12750.9,2.9,503485.94
3,2288.0,2.5,Suburban,29.5,1,10382.0,5.96,445166.69
3,1340.0,2.0,Suburban,23.9,0,13158.5,5.12,282927.03
2,1507.4,1.5,Suburban,35.3,1,3256.3,3.85,267842.75
4,3012.9,2.5,Rural,3.4,1,11709.1,0.61,428184.44
3,2082.6,2.5,Downtown,9.8,1,9211.8,4.28,598086.88
3,2212.9,2.5,Downtown,20.3,1,8561.5,1.62,632606.42
3,2023.0,2.5,Downtown,30.9,0,11204.6,2.64,558281.81
3,2310.9,2.0,Urban,7.2,2,4822.8,7.04,532599.72
4,3397.9,3.0,Suburban,19.0,1,2044.3,5.93,604100.89
6,3960.9,4.0,Suburban,13.0,2,8029.7,5.51,785843.29
3,1647.2,2.5,Urban,32.3,1,5229.9,5.86,372417.27
4,2594.5,3.5,Suburban,46.0,2,4589.7,1.64,501658.71
4,2698.6,3.0,Suburban,8.3,1,14979.3,2.06,567289.32
3,2761.5,1.5,Downtown,9.5,0,3770.1,5.66,695748.15
5,3228.6,3.5,Downtown,30.0,3,4298.1,4.36,881365.57
2,1259.8,1.5,Downtown,22.7,2,5674.4,4.9,376491.83
2,1538.9,2.0,Suburban,35.9,1,7958.0,8.85,269324.63
4,2715.7,3.0,Suburban,14.4,1,13167.6,2.26,581046.81
3,1724.5,1.5,Downtown,27.2,2,3469.5,9.15,413064.6
4,3413.1,3.0,Downtown,19.3,2,9623.5,8.65,913410.15
4,2809.9,2.5,Downtown,14.1,1,6159.3,9.07,731347.99
2,1646.3,1.5,Suburban,36.5,2,12156.8,6.59,316357.23
4,2726.4,3.5,Downtown,39.8,1,9426.3,8.71,727417.49
3,1607.8,2.5,Downtown,16.4,2,12131.3,9.92,507032.37
3,1745.3,2.5,Rural,31.1,2,12971.3,4.98,292763.94
3,1964.9,2.0,Suburban,8.9,0,13769.8,8.69,404479.73
5,3254.8,4.0,Urban,39.5,2,14939.5,9.09,783424.44
1,1105.2,1.0,Urban,14.1,1,9664.1,3.44,266054.02
3,2255.7,2.0,Urban,8.5,0,9925.5,4.71,517514.34
3,2133.2,2.0,Urban,47.0,3,2968.1,5.95,450390.07
4,2703.7,3.0,Suburban,21.1,1,2471.3,3.82,473887.39
3,2263.0,1.5,Suburban,32.2,2,7826.8,3.56,423843.43
2,1639.7,1.5,Rural,40.5,1,10711.6,4.12,237416.69
3,2175.9,3.0,Downtown,34.3,1,4474.8,4.53,573044.82
3,1920.2,2.0,Suburban,28.2,2,5580.3,2.9,361660.91
4,2463.4,2.5,Downtown,18.6,2,10801.8,5.0,673879.74
3,2602.9,2.0,Urban,45.9,2,3963.3,7.9,533577.59
2,1617.2,2.5,Suburban,6.7,2,8299.2,6.43,336936.85
5,3024.6,4.0,Rural,44.2,2,8540.7,4.11,424440.28
1,963.2,1.0,Suburban,35.5,2,13837.3,1.98,221314.5
6,3118.5,4.5,Suburban,28.6,2,6631.8,8.33,607460.63
3,1859.1,2.5,Suburban,16.2,3,3947.7,5.36,379505.33
4,3148.9,2.5,Suburban,7.3,2,3434.5,9.73,608405.97
3,2023.9,2.0,Urban,22.2,1,5104.2,2.9,448724.49
1,611.8,1.0,Suburban,39.2,1,4904.9,2.17,86013.19
4,2833.3,2.5,Suburban,37.3,2,11502.8,0.58,559629.34
4,2775.0,3.0,Downtown,32.3,1,9312.1,1.28,757303.3
4,2007.7,3.0,Suburban,49.6,1,10554.0,4.16,370589.44
2,1237.7,1.0,Suburban,48.6,1,9824.1,2.38,219619.43
4,3390.1,4.0,Rural,20.0,2,7737.4,0.86,520367.61
4,2287.7,3.5,Rural,9.6,1,13995.9,2.64,406070.68
3,1983.7,1.5,Suburban,23.2,1,12443.9,7.42,379948.72
4,2748.1,2.0,Downtown,42.2,2,3951.5,7.49,674346.11
4,2762.9,2.5,Urban,22.9,0,6931.3,1.92,628114.41
3,1719.7,2.5,Downtown,16.8,2,5030.6,9.4,496756.6
2,1406.1,1.5,Suburban,37.1,2,11439.6,2.01,283843.86
3,2182.0,2.0,Downtown,32.5,2,5822.4,1.35,594989.67
2,1448.4,1.5,Suburban,48.4,1,9963.0,2.05,251168.56
3,1484.5,2.0,Suburban,27.5,0,5091.0,1.83,296615.42
3,2077.8,2.0,Suburban,48.4,1,3403.1,6.5,328331.57
2,1503.0,1.0,Rural,14.5,2,1128.6,1.98,180943.13
3,2304.3,2.0,Suburban,43.2,3,14924.7,6.53,459841.88
2,1380.8,2.0,Suburban,17.5,2,4073.2,3.13,325773.59
4,3056.5,2.5,Suburban,40.5,2,12651.4,2.86,586434.1
5,3793.9,4.0,Downtown,46.3,3,12509.2,9.02,1007619.54
2,1379.6,2.0,Urban,31.2,2,4303.5,2.54,339423.8
5,3284.0,3.5,Urban,36.4,2,6818.9,8.71,729897.33
3,1865.2,2.0,Suburban,47.9,0,12705.6,3.38,319484.05
3,2736.6,2.5,Suburban,18.8,1,10657.3,9.92,524642.09
2,1243.8,1.0,Suburban,25.6,1,6178.3,9.82,237572.98
3,2473.3,2.0,Urban,44.9,1,14288.0,8.36,539181.25
4,2223.7,4.0,Urban,33.6,1,5792.8,8.75,527426.03
4,1983.2,3.5,Urban,43.7,3,3968.9,8.32,460131.4
2,1428.6,1.5,Rural,30.9,2,3054.1,6.48,186068.96
2,1427.4,2.0,Suburban,37.0,2,10818.5,8.19,283015.45
3,1749.9,2.0,Downtown,0.7,1,1406.1,6.47,479343.16
3,1740.5,2.5,Suburban,17.0,1,12841.8,8.5,371048.12
2,1348.1,1.0,Suburban,38.5,0,5259.1,9.39,155183.06
3,2426.0,2.0,Downtown,20.2,2,6177.3,7.66,631578.54
4,3267.5,2.0,Suburban,18.1,1,12225.6,9.66,583513.45
5,3753.5,4.0,Urban,47.6,1,12398.5,4.76,852408.24
3,2446.9,2.0,Urban,27.6,1,6600.1,9.29,533412.16
5,3298.2,4.5,Rural,9.6,1,8753.5,2.65,517699.99
3,1803.4,2.5,Urban,23.6,0,10508.9,0.8,429467.46
3,1654.5,2.0,Downtown,25.9,0,10640.5,1.72,457331.06
2,1682.9,1.5,Suburban,49.4,2,8476.8,2.02,300378.75
3,1752.4,2.5,Suburban,35.9,2,12817.5,8.33,372762.55
5,2898.1,3.5,Suburban,26.0,2,12780.2,4.31,616305.36
3,2537.8,2.0,Downtown,21.6,2,12883.2,2.72,711276.89
3,2367.2,3.0,Downtown,45.8,2,4755.1,8.22,574191.23
3,2047.0,2.0,Downtown,32.3,2,4596.7,2.42,553614.43
2,1568.2,1.5,Urban,17.8,3,2957.5,1.24,373336.3
4,2479.3,3.0,Downtown,23.2,1,12569.6,4.93,702942.65
3,1635.6,3.5,Suburban,13.9,2,1849.2,1.16,353034.67
3,2433.5,2.5,Downtown,48.0,3,2894.3,3.15,585152.18
3,2450.6,2.5,Urban,35.1,0,13966.9,7.15,564542.27
3,2077.6,2.5,Downtown,19.6,1,2751.6,4.06,544607.68
2,1413.8,2.0,Downtown,9.2,1,2698.0,1.33,389479.33
3,2282.8,2.5,Suburban,8.9,2,13727.5,4.33,497418.5
2,1316.2,1.5,Suburban,23.9,0,5341.5,5.37,246090.01
4,2420.9,2.5,Suburban,23.4,2,13339.9,2.88,480357.91
4,2417.7,3.0,Urban,20.9,2,6287.2,2.12,613084.62
4,2853.8,3.0,Downtown,42.6,0,6231.0,7.74,731650.59
3,1428.3,2.5,Downtown,49.0,0,2892.6,1.14,354815.38
3,1871.8,2.0,Suburban,17.7,3,13860.7,9.59,405904.45
2,1566.5,2.0,Rural,14.7,2,11663.6,0.57,298664.48
4,2530.0,3.5,Downtown,38.5,2,4159.1,6.69,651224.53
3,1824.7,1.0,Rural,22.5,1,11189.2,1.77,262303.11
3,2080.2,2.0,Urban,10.9,2,2451.7,5.7,485046.29
3,2500.4,1.5,Suburban,9.0,3,8333.4,2.28,514560.15
2,1356.6,1.5,Urban,14.0,2,4559.7,0.83,337299.72
3,2397.5,2.0,Suburban,0.1,1,12908.2,8.67,471294.02
2,1875.6,2.0,Suburban,47.1,2,8155.8,4.53,354862.43
4,3143.4,3.0,Suburban,21.5,0,13897.0,3.11,611092.74
3,2126.4,2.0,Suburban,4.1,1,9192.3,9.5,419659.0
1,718.1,1.0,Downtown,8.2,2,8055.7,1.28,266558.63
3,2335.7,2.0,Suburban,16.2,0,10715.1,3.81,470553.32
1,1049.4,1.0,Urban,27.6,0,11975.6,2.18,245993.36
3,1796.7,2.5,Suburban,35.2,2,1213.6,9.92,324499.13
4,2849.3,3.5,Rural,15.4,1,8312.0,5.69,438095.02
2,1024.8,2.0,Downtown,47.9,1,11860.0,8.22,274206.9
4,2441.2,3.0,Rural,38.0,1,6704.9,2.05,341612.72
1,858.6,2.0,Urban,41.3,2,1631.7,3.39,173986.58
2,1622.4,1.0,Urban,16.2,1,1245.8,6.39,313885.07
4,2177.3,2.5,Rural,19.0,2,12113.9,2.19,336637.67
3,2017.1,2.5,Urban,26.9,1,3773.1,5.25,481320.53
2,1702.0,2.0,Suburban,22.6,0,3448.8,9.35,273702.29
3,1957.7,2.0,Urban,13.0,2,5053.8,9.34,456147.57
3,2459.4,3.0,Downtown,49.9,1,2430.4,3.87,588687.59
4,1920.7,2.5,Suburban,42.4,2,1746.0,5.4,369014.47
3,2496.9,2.0,Rural,11.9,2,13211.6,2.38,385460.97
4,2419.7,3.0,Suburban,44.6,1,5239.0,9.8,450776.51
4,2696.7,2.5,Downtown,29.3,0,9153.5,5.44,696374.44
3,1655.4,2.0,Suburban,0.6,2,13009.2,2.46,397398.51
5,3100.8,4.0,Suburban,17.3,2,14684.4,8.53,660543.32
3,2401.6,3.0,Suburban,1.3,1,10638.9,4.49,505014.36
5,3056.3,3.0,Suburban,4.4,2,14302.3,6.54,651221.89
2,1737.1,1.5,Suburban,8.9,0,6929.3,8.51,320200.64
3,2074.9,2.0,Suburban,24.2,2,12053.6,3.44,402955.54
3,2460.3,2.5,Suburban,19.1,1,14126.4,5.99,502488.25
3,1862.1,2.0,Rural,7.4,2,1744.2,1.03,299722.2
3,2553.9,1.5,Rural,19.7,2,5444.3,2.73,350661.44
4,2431.4,3.5,Urban,15.2,2,11363.5,1.82,633536.15
1,665.4,1.0,Downtown,20.5,0,5413.8,6.62,163481.99
2,1706.8,1.5,Suburban,8.6,2,1238.5,2.92,352052.46
4,1927.3,3.0,Rural,30.5,2,12298.4,7.72,306259.02
3,1628.7,2.0,Suburban,2.2,2,3306.1,7.73,345014.56
5,3818.2,2.5,Rural,19.4,1,5492.2,7.95,511606.45
4,2145.0,3.0,Suburban,44.7,1,13748.1,1.76,450335.74
5,2702.2,4.0,Rural,21.0,2,3924.0,5.5,391574.31
4,3367.1,3.0,Downtown,22.1,2,13526.6,6.95,942756.34
3,1748.0,2.0,Suburban,3.4,2,6915.7,3.57,383114.86
2,1558.7,1.5,Urban,30.3,2,13853.8,2.97,384928.33
4,2780.5,2.5,Rural,46.8,2,13275.9,7.32,388177.06
3,1321.2,2.0,Suburban,14.6,1,6813.4,3.84,291118.63
1,1005.5,1.0,Downtown,19.7,1,13906.2,2.86,339045.06
3,2274.5,2.5,Rural,29.4,1,9858.1,5.85,348000.89
5,3510.9,4.5,Suburban,4.7,2,7658.6,6.39,710212.54
3,2379.8,2.0,Downtown,47.5,0,8429.7,7.88,558438.67
3,1963.0,2.0,Suburban,23.4,2,1886.2,0.89,375696.54
3,2177.0,2.5,Urban,5.8,0,12306.3,2.16,517151.32
2,1353.0,2.5,Suburban,16.8,2,5094.5,7.88,275814.11
3,1713.0,2.0,Rural,18.7,3,4782.4,5.55,265907.2
3,1771.0,2.5,Suburban,17.3,1,11015.6,8.16,354834.24
2,1234.6,2.0,Suburban,34.7,2,6191.3,4.76,268541.66
4,3068.9,3.0,Downtown,17.3,2,8198.3,4.86,819724.15
3,1637.1,2.0,Suburban,16.2,1,6902.0,4.09,318476.17
4,2726.6,3.0,Downtown,16.1,1,8064.9,7.07,752215.38
4,2640.6,3.0,Downtown,38.9,2,4110.4,6.11,684299.63
2,1446.3,2.0,Suburban,15.4,2,13389.1,4.23,321867.25
3,2536.2,3.0,Downtown,0.7,2,9542.5,2.28,763732.39
3,2118.6,2.5,Downtown,18.3,3,4271.9,0.52,610179.18
4,2838.2,2.5,Suburban,13.9,3,2281.5,1.37,579676.38
2,1597.0,1.5,Downtown,45.5,2,8496.6,1.52,385163.43
